date;etp;cmb;qin;qobs;w
2017-08-07;3.13;0.00;5.74;12.49;1
2017-08-08;3.00;0.07;5.73;12.59;1
2017-08-09;3.06;0.00;5.68;12.94;1
2017-08-10;2.79;0.00;5.64;12.98;1
2017-08-11;3.42;0.00;5.64;12.81;1
2017-08-12;3.35;0.00;5.60;12.57;1
2017-08-13;3.14;0.00;5.58;12.47;1
2017-08-14;3.03;0.00;5.62;12.36;1
2017-08-15;2.63;0.50;5.58;12.41;1
2017-08-16;2.07;4.63;5.70;12.70;1
2017-08-17;2.60;3.23;6.88;13.34;1
2017-08-18;2.54;4.13;8.26;14.33;1
2017-08-19;3.11;8.95;9.23;16.68;1
2017-08-20;2.63;6.43;9.99;19.54;1
2017-08-21;2.71;1.65;10.33;21.53;1
2017-08-22;3.11;0.07;9.49;21.00;1
2017-08-23;3.75;0.00;8.26;19.25;1
2017-08-24;3.48;0.00;6.72;17.31;1
2017-08-25;3.01;0.00;5.55;14.76;1
2017-08-26;3.02;0.00;5.11;13.67;1
2017-08-27;3.03;0.00;4.84;13.10;1
2017-08-28;3.81;0.00;4.69;12.49;1
2017-08-29;3.69;0.07;4.59;11.94;1
2017-08-30;4.11;0.43;4.43;11.67;1
2017-08-31;3.37;0.00;4.38;11.19;1
2017-09-01;3.79;0.00;4.47;10.95;1
2017-09-02;3.85;0.00;4.65;10.83;1
2017-09-03;3.49;0.00;4.99;10.81;1
2017-09-04;2.74;0.00;5.48;10.92;1
2017-09-05;3.32;0.00;5.81;11.53;1
2017-09-06;3.19;0.00;5.95;12.02;1
2017-09-07;3.35;0.00;6.60;11.67;1
2017-09-08;3.68;0.00;6.75;11.24;1
2017-09-09;3.96;0.00;7.18;11.37;1
2017-09-10;4.28;0.00;7.33;11.05;1
2017-09-11;3.98;0.00;7.42;11.26;1
2017-09-12;4.02;0.00;7.39;11.42;1
2017-09-13;4.31;0.00;7.32;11.16;1
2017-09-14;4.41;0.00;7.37;11.12;1
2017-09-15;4.72;0.00;7.58;10.84;1
2017-09-16;4.28;0.00;7.72;10.88;1
2017-09-17;4.51;0.00;7.85;10.74;1
2017-09-18;4.47;0.00;8.03;10.95;1
2017-09-19;4.02;0.00;8.07;11.30;1
2017-09-20;3.33;0.00;8.05;11.48;1
2017-09-21;3.99;0.00;7.98;11.03;1
2017-09-22;4.56;0.00;7.91;11.15;1
2017-09-23;5.12;0.00;7.93;10.93;1
2017-09-24;4.40;0.00;7.96;10.79;1
2017-09-25;3.03;0.00;8.02;10.72;1
2017-09-26;2.84;0.00;7.99;11.03;1
2017-09-27;3.89;0.13;7.94;10.99;1
2017-09-28;3.72;0.17;7.94;10.61;1
2017-09-29;3.73;5.08;8.06;10.70;1
2017-09-30;3.36;35.40;9.63;12.53;1
2017-10-01;3.70;2.67;12.21;20.17;1
2017-10-02;3.68;18.57;12.43;21.86;1
2017-10-03;2.85;1.88;12.92;24.63;1
2017-10-04;3.27;0.13;11.65;23.33;1
2017-10-05;4.80;0.00;9.54;20.03;1
2017-10-06;4.96;0.00;6.97;16.79;1
2017-10-07;3.36;12.78;5.25;15.47;1
2017-10-08;5.03;1.15;5.00;15.14;1
2017-10-09;5.07;0.07;4.67;11.98;1
2017-10-10;4.64;0.00;4.26;11.63;1
2017-10-11;4.64;4.53;4.10;10.62;1
2017-10-12;5.35;0.07;5.20;9.78;1
2017-10-13;4.83;7.77;5.49;9.38;1
2017-10-14;4.44;2.62;5.82;11.02;1
2017-10-15;4.81;0.00;7.44;10.49;1
2017-10-16;5.11;0.00;7.99;10.73;1
2017-10-17;5.28;0.00;8.01;10.83;1
2017-10-18;4.88;0.00;7.69;10.96;1
2017-10-19;5.83;0.00;7.61;10.76;1
2017-10-20;4.12;0.00;7.88;10.35;1
2017-10-21;3.28;0.07;8.38;10.32;1
2017-10-22;2.62;6.50;8.99;10.56;1
2017-10-23;3.76;1.48;9.73;11.66;1
2017-10-24;4.44;0.00;10.01;12.71;1
2017-10-25;3.10;0.00;9.92;12.96;1
2017-10-26;3.53;19.33;11.67;14.56;1
2017-10-27;3.59;9.47;12.26;19.99;1
2017-10-28;4.51;0.22;13.03;20.01;1
2017-10-29;4.56;0.00;11.94;18.31;1
2017-10-30;4.75;1.77;9.82;18.09;1
2017-10-31;4.55;1.32;7.39;16.19;1
2017-11-01;4.11;0.00;5.31;13.51;1
2017-11-02;4.88;0.00;4.73;10.63;1
2017-11-03;3.42;0.00;4.35;9.45;1
2017-11-04;2.96;18.05;4.35;9.08;1
2017-11-05;2.30;2.67;5.80;11.37;1
2017-11-06;3.55;0.07;7.38;11.53;1
2017-11-07;3.82;0.13;8.47;12.06;1
2017-11-08;3.80;0.00;9.12;12.04;1
2017-11-09;4.41;10.27;10.00;12.28;1
2017-11-10;5.50;17.70;13.10;16.55;1
2017-11-11;4.77;24.00;22.00;34.64;1
2017-11-12;4.41;0.00;22.62;39.54;1
2017-11-13;3.94;0.00;18.67;31.80;1
2017-11-14;4.18;0.00;12.62;24.73;1
2017-11-15;4.83;0.00;8.45;19.80;1
2017-11-16;5.06;4.48;5.43;13.56;1
2017-11-17;4.71;31.53;6.88;14.22;1
2017-11-18;4.82;32.97;20.78;16.81;1
2017-11-19;4.43;27.85;26.11;53.33;1
2017-11-20;3.98;0.27;29.64;57.49;1
2017-11-21;4.35;3.55;29.02;47.90;1
2017-11-22;3.54;11.12;27.04;40.82;1
2017-11-23;2.90;0.00;21.85;36.84;1
2017-11-24;4.11;0.00;14.29;32.45;1
2017-11-25;4.26;0.00;9.13;23.73;1
2017-11-26;3.58;7.52;5.66;19.23;1
2017-11-27;4.13;29.03;7.24;20.01;1
2017-11-28;4.44;0.07;9.41;20.53;1
2017-11-29;3.98;0.00;6.24;26.00;1
2017-11-30;3.50;3.53;4.81;17.64;1
2017-12-01;3.55;2.40;4.17;13.46;1
2017-12-02;4.33;0.00;3.78;12.75;1
2017-12-03;4.32;0.00;3.52;11.65;1
2017-12-04;4.42;0.00;3.43;10.82;1
2017-12-05;4.81;0.13;3.52;10.09;1
2017-12-06;5.17;9.60;3.36;10.12;1
2017-12-07;4.17;5.40;3.77;11.09;1
2017-12-08;4.77;7.22;6.23;11.63;1
2017-12-09;4.13;0.00;9.83;12.63;1
2017-12-10;4.09;0.28;9.69;15.91;1
2017-12-11;4.14;0.15;9.47;16.21;1
2017-12-12;3.50;0.00;9.06;16.92;1
2017-12-13;4.10;0.13;8.74;13.23;1
2017-12-14;4.65;0.00;8.51;13.05;1
2017-12-15;4.83;0.27;8.26;12.66;1
2017-12-16;4.50;0.00;8.04;13.35;1
2017-12-17;5.85;0.00;7.91;12.24;1
2017-12-18;5.51;2.88;8.15;12.18;1
2017-12-19;4.54;2.25;8.58;15.50;1
2017-12-20;4.23;1.22;9.11;20.18;1
2017-12-21;3.87;2.33;10.76;16.32;1
2017-12-22;4.15;9.20;12.26;16.74;1
2017-12-23;4.38;0.07;12.11;22.66;1
2017-12-24;4.41;19.28;10.89;19.60;1
2017-12-25;4.33;14.13;8.63;25.17;1
2017-12-26;5.46;2.18;8.11;27.18;1
2017-12-27;5.42;0.67;5.54;23.53;1
2017-12-28;4.63;0.00;5.19;19.97;1
2017-12-29;3.85;15.08;5.46;15.64;1
2017-12-30;3.41;22.28;6.90;21.14;1
2017-12-31;4.51;35.48;9.11;29.57;1
2018-01-01;5.06;0.00;10.92;37.05;1
2018-01-02;4.73;14.02;9.42;31.68;1
2018-01-03;4.57;17.43;8.12;30.73;1
2018-01-04;4.84;0.07;6.54;32.09;1
2018-01-05;4.59;0.00;4.93;21.68;1
2018-01-06;4.80;6.80;4.10;16.62;1
2018-01-07;4.67;22.12;7.36;18.03;1
2018-01-08;4.57;10.93;15.60;33.93;1
2018-01-09;4.65;6.22;22.02;44.95;1
2018-01-10;4.79;1.73;22.58;44.38;1
2018-01-11;4.14;18.23;17.94;36.97;1
2018-01-12;3.35;1.43;12.03;37.95;1
2018-01-13;4.22;2.00;12.52;31.63;1
2018-01-14;4.53;0.68;12.33;25.75;1
2018-01-15;4.29;10.90;8.33;25.02;1
2018-01-16;4.47;6.60;7.48;26.44;1
2018-01-17;4.36;0.77;10.70;24.54;1
2018-01-18;4.38;0.00;11.38;23.26;1
2018-01-19;4.31;14.40;9.71;29.79;1
2018-01-20;4.15;18.40;12.74;22.76;1
2018-01-21;4.29;7.88;16.20;35.03;1
2018-01-22;4.06;0.67;11.57;45.24;1
2018-01-23;4.23;9.48;10.69;33.85;1
2018-01-24;4.69;1.08;12.02;31.17;1
2018-01-25;5.50;1.90;15.55;28.18;1
2018-01-26;4.28;0.93;23.02;28.75;1
2018-01-27;3.86;0.00;17.44;32.27;1
2018-01-28;5.04;3.00;10.18;24.71;1
2018-01-29;4.73;6.93;8.28;22.23;1
2018-01-30;4.34;25.23;28.11;23.12;1
2018-01-31;5.15;0.07;37.39;49.70;1
2018-02-01;5.37;0.00;39.07;57.77;1
2018-02-02;4.48;0.00;36.67;49.89;1
2018-02-03;5.29;0.00;28.74;42.03;1
2018-02-04;4.18;0.00;16.04;33.72;1
2018-02-05;4.28;0.40;9.01;28.72;1
2018-02-06;4.33;0.20;6.93;16.57;1
2018-02-07;5.15;0.13;5.52;15.36;1
2018-02-08;5.29;0.00;5.09;14.74;1
2018-02-09;5.71;0.00;4.64;13.68;1
2018-02-10;4.63;8.98;5.56;12.79;1
2018-02-11;4.97;0.08;10.84;12.21;1
2018-02-12;5.61;4.68;11.35;22.54;1
2018-02-13;4.93;0.00;13.01;20.17;1
2018-02-14;4.67;1.15;12.10;18.85;1
2018-02-15;3.21;2.57;8.91;20.32;1
2018-02-16;3.55;0.53;7.21;18.21;1
2018-02-17;4.31;14.60;7.30;15.85;1
2018-02-18;3.86;52.35;11.98;22.57;1
2018-02-19;4.65;0.22;11.79;52.11;1
2018-02-20;5.00;5.93;10.98;36.23;1
2018-02-21;4.77;0.22;8.89;27.57;1
2018-02-22;4.40;0.00;6.52;19.31;1
2018-02-23;4.71;0.00;5.19;16.05;1
2018-02-24;4.30;0.00;4.69;14.22;1
2018-02-25;3.74;0.00;4.29;12.79;1
2018-02-26;4.16;23.48;5.20;12.80;1
2018-02-27;4.14;0.07;13.11;17.73;1
2018-02-28;4.10;7.12;22.74;25.19;1
2018-03-01;4.06;0.57;25.51;19.67;1
2018-03-02;4.06;23.58;21.24;29.14;1
2018-03-03;3.67;8.42;33.02;46.92;1
2018-03-04;4.24;0.00;36.27;47.75;1
2018-03-05;3.66;6.43;34.53;44.51;1
2018-03-06;3.80;2.48;30.10;41.24;1
2018-03-07;3.82;1.42;20.73;37.23;1
2018-03-08;3.34;0.00;11.65;33.12;1
2018-03-09;4.16;0.00;8.64;23.53;1
2018-03-10;3.73;0.53;6.52;19.68;1
2018-03-11;3.99;0.07;8.35;17.56;1
2018-03-12;3.81;0.00;9.12;11.04;1
2018-03-13;3.44;2.53;6.54;16.12;1
2018-03-14;4.09;0.27;6.80;14.70;1
2018-03-15;4.17;32.50;14.05;20.76;1
2018-03-16;3.97;9.25;17.53;27.87;1
2018-03-17;4.24;0.15;19.45;33.91;1
2018-03-18;3.51;0.00;14.98;31.02;1
2018-03-19;3.64;0.07;9.91;22.87;1
2018-03-20;3.92;34.05;7.84;25.89;1
2018-03-21;3.80;7.25;18.04;39.58;1
2018-03-22;3.44;22.17;22.26;58.41;1
2018-03-23;3.76;12.98;20.40;53.47;1
2018-03-24;4.13;0.15;21.89;39.95;1
2018-03-25;4.28;0.07;12.34;37.08;1
2018-03-26;4.00;4.08;8.33;27.49;1
2018-03-27;3.73;12.53;7.70;25.53;1
2018-03-28;4.08;17.58;10.07;24.83;1
2018-03-29;3.91;22.18;9.44;48.88;1
2018-03-30;3.37;2.35;7.67;52.54;1
2018-03-31;3.93;0.20;10.02;30.19;1
2018-04-01;3.98;4.43;10.77;29.33;1
2018-04-02;3.71;13.88;8.34;31.53;1
2018-04-03;3.91;25.98;7.35;28.47;1
2018-04-04;3.84;0.22;6.48;32.21;1
2018-04-05;4.14;0.13;5.52;24.28;1
2018-04-06;3.66;0.00;5.13;19.90;1
2018-04-07;3.64;0.00;4.78;16.13;1
2018-04-08;3.76;0.00;4.47;16.05;1
2018-04-09;3.84;0.00;4.29;15.15;1
2018-04-10;3.60;0.00;4.10;14.34;1
2018-04-11;4.03;0.00;3.95;13.57;1
2018-04-12;3.60;1.50;4.02;13.10;1
2018-04-13;3.46;0.08;4.29;13.16;1
2018-04-14;3.33;0.00;4.40;12.82;1
2018-04-15;2.75;0.00;4.82;12.60;1
2018-04-16;3.24;0.00;5.55;12.91;1
2018-04-17;3.48;0.30;6.55;13.29;1

