date;etp;cmb;qin;qobs;w
09/02/2016;5.71;0.13;3.22;30.01;1
10/02/2016;4.63;0.00;1.93;16.82;1
11/02/2016;4.97;0.88;1.66;11.74;1
12/02/2016;5.61;0.00;1.63;9.66;1
13/02/2016;4.93;0.00;1.54;8.64;1
14/02/2016;4.67;0.00;1.49;7.30;1
15/02/2016;3.21;35.13;1.51;7.22;1
16/02/2016;3.55;4.00;2.26;22.70;1
17/02/2016;4.31;11.75;1.87;18.44;1
18/02/2016;3.86;0.13;1.64;17.19;1
19/02/2016;4.65;17.00;1.42;11.43;1
20/02/2016;5.00;0.50;1.34;12.91;1
21/02/2016;4.77;31.75;3.07;29.94;1
22/02/2016;4.40;5.38;7.24;52.25;1
23/02/2016;4.71;5.25;5.06;37.95;1
24/02/2016;4.30;2.13;2.93;29.41;1
25/02/2016;3.74;0.13;3.78;27.56;1
26/02/2016;4.16;0.00;2.52;24.48;1
27/02/2016;4.14;0.88;2.09;20.28;1
28/02/2016;4.10;1.13;2.11;23.29;1
29/02/2016;2.16;0.75;2.46;25.17;1
01/03/2016;4.06;2.88;2.12;20.95;1
02/03/2016;4.06;0.50;2.45;23.47;1
03/03/2016;3.67;14.88;7.37;35.71;1
04/03/2016;4.24;9.63;18.53;68.46;1
05/03/2016;3.66;0.00;7.75;68.31;1
06/03/2016;3.80;0.88;3.93;45.69;1
07/03/2016;3.82;11.88;2.93;30.04;1
08/03/2016;3.34;5.38;8.46;31.66;1
09/03/2016;4.16;0.00;7.81;47.28;1
10/03/2016;3.73;18.63;4.03;44.07;1
11/03/2016;3.99;32.75;5.16;75.84;1
12/03/2016;3.81;0.13;5.90;88.86;1
13/03/2016;3.44;0.00;4.36;57.95;1
14/03/2016;4.09;2.25;3.04;34.28;1
15/03/2016;4.17;0.63;2.88;40.26;1
16/03/2016;3.97;2.38;2.39;28.06;1
17/03/2016;4.24;14.25;2.12;24.39;1
18/03/2016;3.51;0.13;1.93;45.02;1
19/03/2016;3.64;0.00;1.73;23.83;1
20/03/2016;3.92;0.00;1.58;16.56;1
21/03/2016;3.80;0.00;1.46;14.15;1
22/03/2016;3.44;0.13;1.34;12.25;1
23/03/2016;3.76;15.88;1.28;11.48;1
24/03/2016;4.13;15.38;1.42;15.04;1
25/03/2016;4.28;10.88;2.86;32.11;1
26/03/2016;4.00;0.38;2.08;37.37;1
27/03/2016;3.73;0.25;1.67;22.52;1
28/03/2016;4.08;0.00;1.44;15.50;1
29/03/2016;3.91;0.00;1.44;12.52;1
30/03/2016;3.37;0.13;1.43;10.93;1
31/03/2016;3.93;0.00;1.45;11.48;1
01/04/2016;3.98;18.88;1.33;10.05;1
02/04/2016;3.71;0.00;1.25;11.12;1
03/04/2016;3.91;0.38;1.25;11.31;1
04/04/2016;3.84;0.00;1.37;9.52;1
05/04/2016;4.14;0.00;1.40;9.08;1
06/04/2016;3.66;0.00;1.23;8.07;1
07/04/2016;3.64;0.13;1.14;7.24;1
08/04/2016;3.76;0.00;1.11;6.98;1
09/04/2016;3.84;0.00;1.10;6.83;1
10/04/2016;3.60;0.00;1.16;6.85;1
11/04/2016;4.03;0.00;1.26;6.94;1
12/04/2016;3.60;0.00;1.35;7.05;1
13/04/2016;3.46;0.00;1.39;7.02;1
14/04/2016;3.33;0.00;1.42;7.22;1
15/04/2016;2.75;0.50;1.50;7.15;1
16/04/2016;3.24;0.00;1.46;7.42;1
17/04/2016;3.48;0.00;1.50;7.51;1
18/04/2016;3.84;0.00;1.47;7.55;1
19/04/2016;3.63;0.00;1.47;7.16;1
20/04/2016;3.56;0.00;1.44;7.02;1
21/04/2016;3.29;0.00;1.36;6.85;1
22/04/2016;2.66;0.00;1.41;6.90;1
23/04/2016;2.94;0.00;1.38;6.91;1
24/04/2016;3.37;0.00;1.31;6.72;1
25/04/2016;3.74;0.00;1.24;6.36;1
26/04/2016;2.77;0.13;1.23;6.32;1
27/04/2016;2.53;3.25;1.46;7.63;1
28/04/2016;2.95;0.00;1.69;8.79;1
29/04/2016;2.49;0.38;1.55;8.50;1
30/04/2016;3.10;0.00;1.60;8.47;1
01/05/2016;3.28;0.00;1.75;8.55;1
02/05/2016;3.12;0.00;1.86;8.20;1
03/05/2016;3.24;0.00;1.69;7.65;1
04/05/2016;2.89;0.00;1.68;7.36;1
05/05/2016;2.59;0.13;1.77;7.26;1
06/05/2016;2.90;0.00;1.74;7.09;1
07/05/2016;2.53;0.00;1.75;7.06;1
08/05/2016;2.86;0.00;1.65;7.20;1
09/05/2016;3.07;0.25;1.63;7.09;1
10/05/2016;2.53;0.00;1.65;7.12;1
11/05/2016;2.47;0.00;1.68;7.49;1
12/05/2016;2.70;0.00;1.71;7.65;1
13/05/2016;2.68;0.00;1.74;7.72;1
14/05/2016;2.67;0.00;1.78;7.56;1
15/05/2016;2.63;0.00;1.69;6.78;1
16/05/2016;2.76;1.75;1.59;6.46;1
17/05/2016;2.27;0.75;1.53;6.54;1
18/05/2016;1.67;8.75;1.66;7.04;1
19/05/2016;1.41;5.13;2.03;9.87;1
20/05/2016;2.58;1.38;1.84;11.38;1
21/05/2016;2.10;29.13;2.40;15.69;1
22/05/2016;2.78;2.00;2.66;26.31;1
23/05/2016;2.16;12.63;2.72;25.25;1
24/05/2016;2.38;0.13;3.10;26.88;1
25/05/2016;2.43;0.00;2.14;19.04;1
26/05/2016;2.42;0.00;1.60;13.44;1
27/05/2016;2.35;0.00;1.44;10.74;1
28/05/2016;1.99;0.00;1.44;9.75;1
29/05/2016;2.49;0.13;1.33;8.76;1
30/05/2016;2.33;7.75;1.24;8.18;1
31/05/2016;2.37;2.00;1.54;9.86;1
01/06/2016;1.81;13.38;1.28;10.73;1
02/06/2016;2.07;16.63;2.71;19.25;1
03/06/2016;2.04;18.13;3.19;34.23;1
04/06/2016;2.21;10.75;4.68;35.71;1
05/06/2016;1.74;35.88;9.06;68.01;1
06/06/2016;1.70;10.25;10.22;95.31;1
07/06/2016;2.01;32.50;15.50;104.09;1
08/06/2016;2.79;0.25;12.07;97.35;1
09/06/2016;2.35;0.13;5.26;58.56;1
10/06/2016;2.36;0.00;3.28;37.06;1
11/06/2016;2.74;0.13;2.65;26.79;1
12/06/2016;2.37;0.00;2.43;22.27;1
13/06/2016;2.34;0.25;2.29;20.06;1
14/06/2016;2.38;0.00;2.10;18.02;1
15/06/2016;1.70;0.00;1.92;16.42;1
16/06/2016;2.12;0.38;1.65;14.46;1
17/06/2016;2.49;0.00;1.34;11.64;1
18/06/2016;2.48;0.13;1.48;11.33;1
19/06/2016;2.31;0.00;1.62;11.04;1
20/06/2016;2.05;0.00;1.56;11.24;1
21/06/2016;2.10;0.00;1.60;11.18;1
22/06/2016;2.42;0.00;1.52;10.38;1
23/06/2016;2.49;0.00;1.37;9.97;1
24/06/2016;2.43;0.00;1.37;10.02;1
25/06/2016;2.62;0.00;1.41;9.92;1
26/06/2016;2.73;0.00;1.42;9.75;1
27/06/2016;2.64;0.00;1.43;9.64;1
28/06/2016;2.64;0.13;1.40;9.27;1
29/06/2016;2.59;0.00;1.40;8.81;1
30/06/2016;2.57;0.13;1.44;8.87;1
01/07/2016;2.20;0.00;1.45;9.38;1
02/07/2016;2.28;0.00;1.48;9.00;1
03/07/2016;2.06;0.00;1.46;8.74;1
04/07/2016;2.29;0.00;1.43;8.49;1
05/07/2016;2.33;0.00;1.37;8.04;1
06/07/2016;2.85;0.00;1.21;7.46;1
07/07/2016;2.07;0.00;1.24;7.61;1
08/07/2016;1.94;0.00;1.37;8.20;1
09/07/2016;2.34;0.00;1.31;7.99;1
10/07/2016;1.99;0.00;1.23;7.82;1
11/07/2016;2.34;0.00;1.12;7.66;1
12/07/2016;2.91;0.25;1.09;7.46;1
13/07/2016;2.78;0.00;1.16;7.64;1
14/07/2016;3.09;0.00;1.12;7.40;1
15/07/2016;3.10;0.00;1.05;7.15;1
16/07/2016;2.70;1.50;0.97;6.93;1
17/07/2016;2.91;0.00;1.21;7.96;1
18/07/2016;2.34;0.00;1.32;8.10;1
19/07/2016;2.35;0.00;1.35;7.34;1
20/07/2016;2.83;0.13;1.36;7.43;1
21/07/2016;2.61;0.00;1.40;7.30;1
22/07/2016;2.44;0.00;1.44;7.34;1
23/07/2016;2.93;0.00;1.43;7.20;1
24/07/2016;2.70;0.00;1.44;7.09;1
25/07/2016;2.00;0.00;1.43;6.92;1
26/07/2016;2.65;0.00;1.35;6.48;1
27/07/2016;2.90;0.00;1.31;6.21;1
28/07/2016;3.01;0.00;1.36;6.46;1
29/07/2016;2.81;0.00;1.39;6.52;1
30/07/2016;2.92;0.00;1.42;6.61;1
31/07/2016;2.50;0.00;1.39;6.36;1
01/08/2016;2.56;0.00;1.27;6.13;1
02/08/2016;2.77;0.00;1.34;6.24;1
03/08/2016;2.46;0.00;1.37;6.13;1
04/08/2016;2.82;0.00;1.35;5.93;1
05/08/2016;2.63;0.00;1.29;5.76;1
06/08/2016;2.97;0.00;1.23;5.57;1
07/08/2016;3.13;0.00;1.17;5.47;1
08/08/2016;3.00;0.00;1.14;5.29;1
09/08/2016;3.06;0.13;1.16;5.25;1
10/08/2016;2.79;0.00;1.22;5.58;1
11/08/2016;3.42;0.00;1.29;6.27;1
12/08/2016;3.35;0.00;1.32;6.14;1
13/08/2016;3.14;0.00;1.34;5.19;1
14/08/2016;3.03;0.00;1.18;5.02;1
15/08/2016;2.63;1.75;1.04;4.60;1
16/08/2016;2.07;0.13;1.18;4.88;1
17/08/2016;2.60;0.00;1.18;5.38;1
18/08/2016;2.54;2.50;1.23;5.83;1
19/08/2016;3.11;0.00;1.26;8.33;1
20/08/2016;2.63;5.88;1.24;12.60;1
21/08/2016;2.71;20.75;1.87;16.80;1
22/08/2016;3.11;0.25;2.90;16.79;1
23/08/2016;3.75;0.00;1.96;11.80;1
24/08/2016;3.48;0.00;1.66;8.83;1
25/08/2016;3.01;0.00;1.51;7.55;1
26/08/2016;3.02;0.00;1.37;6.72;1
27/08/2016;3.03;0.00;1.30;6.16;1
28/08/2016;3.81;0.00;1.22;5.80;1
29/08/2016;3.69;0.00;1.20;5.54;1
30/08/2016;4.11;0.13;1.18;5.25;1
31/08/2016;3.37;8.25;1.24;5.45;1
01/09/2016;3.79;0.00;1.67;6.98;1
02/09/2016;3.85;0.00;1.45;7.07;1
03/09/2016;3.49;0.00;1.32;6.33;1
04/09/2016;2.74;0.00;1.29;5.97;1
05/09/2016;3.32;0.00;1.27;5.74;1
06/09/2016;3.19;9.38;1.45;6.09;1
07/09/2016;3.35;0.00;1.65;7.87;1
08/09/2016;3.68;0.13;1.45;7.19;1
09/09/2016;3.96;0.00;1.43;6.59;1
10/09/2016;4.28;0.00;1.46;6.02;1
11/09/2016;3.98;0.00;1.33;5.65;1
12/09/2016;4.02;0.25;1.15;5.32;1
13/09/2016;4.31;0.00;1.09;4.90;1
14/09/2016;4.41;0.13;1.01;4.65;1
15/09/2016;4.72;0.00;1.11;4.44;1
16/09/2016;4.28;0.00;1.20;4.31;1
17/09/2016;4.51;0.00;1.22;4.28;1
18/09/2016;4.47;0.13;1.26;4.17;1
19/09/2016;4.02;0.38;1.23;4.07;1
20/09/2016;3.33;0.00;1.29;3.93;1
21/09/2016;3.99;0.00;1.40;3.88;1
22/09/2016;4.56;0.00;1.35;3.79;1
23/09/2016;5.12;0.00;1.29;3.73;1
24/09/2016;4.40;0.00;1.24;3.63;1
25/09/2016;3.03;0.00;1.19;3.68;1
26/09/2016;2.84;0.00;1.19;3.74;1
27/09/2016;3.89;0.13;1.26;3.63;1
28/09/2016;3.72;0.00;1.29;3.52;1
29/09/2016;3.73;0.00;1.19;3.51;1
30/09/2016;3.36;0.00;1.19;3.46;1
01/10/2016;3.70;0.00;1.32;3.29;1
02/10/2016;3.68;0.00;1.36;3.26;1
03/10/2016;2.85;16.25;1.29;3.70;1
04/10/2016;3.27;2.00;1.84;5.35;1
05/10/2016;4.80;0.00;1.54;6.51;1
06/10/2016;4.96;0.88;1.07;6.22;1
07/10/2016;3.36;0.00;1.36;5.51;1
08/10/2016;5.03;0.00;1.64;4.97;1
09/10/2016;5.07;0.00;1.75;4.51;1
10/10/2016;4.64;0.00;1.84;4.36;1
11/10/2016;4.64;0.13;1.71;4.16;1
12/10/2016;5.35;0.00;1.87;4.01;1
13/10/2016;4.83;22.13;1.79;4.61;1
14/10/2016;4.44;20.88;3.52;8.12;1
15/10/2016;4.81;0.13;5.24;15.61;1
16/10/2016;5.11;0.00;4.96;19.71;1
17/10/2016;5.28;0.00;2.93;13.71;1
18/10/2016;4.88;0.00;1.97;9.39;1
19/10/2016;5.83;0.00;1.55;7.04;1
20/10/2016;4.12;0.00;1.37;5.81;1
21/10/2016;3.28;0.63;1.39;5.28;1
22/10/2016;2.62;0.00;1.47;4.76;1
23/10/2016;3.76;2.75;1.46;4.44;1
24/10/2016;4.44;3.00;1.44;4.37;1
25/10/2016;3.10;18.63;2.13;8.28;1
26/10/2016;3.53;6.00;2.19;12.64;1
27/10/2016;3.59;4.50;1.78;11.46;1
28/10/2016;4.51;0.00;2.09;13.42;1
29/10/2016;4.56;0.00;2.08;9.93;1
30/10/2016;4.75;0.00;1.73;7.77;1
31/10/2016;4.55;0.00;1.47;6.57;1
01/11/2016;4.11;0.00;1.34;5.87;1
02/11/2016;4.88;7.38;1.26;5.32;1
03/11/2016;3.42;2.50;1.41;6.07;1
04/11/2016;2.96;1.50;1.59;6.53;1
05/11/2016;2.30;0.00;1.57;5.62;1
06/11/2016;3.55;0.00;1.41;5.26;1
07/11/2016;3.82;0.00;1.28;5.45;1
08/11/2016;3.80;0.00;1.23;5.33;1
09/11/2016;4.41;15.63;1.30;4.91;1
10/11/2016;5.50;7.25;1.50;6.64;1
11/11/2016;4.77;0.38;1.44;7.49;1
12/11/2016;4.41;3.38;2.89;7.15;1
13/11/2016;3.94;10.13;2.46;10.22;1
14/11/2016;4.18;14.25;2.47;11.30;1
15/11/2016;4.83;0.00;2.51;12.68;1
16/11/2016;5.06;8.63;2.01;10.36;1
17/11/2016;4.71;5.75;3.25;12.94;1
18/11/2016;4.82;0.38;3.11;17.50;1
19/11/2016;4.43;0.00;2.19;12.53;1
20/11/2016;3.98;0.00;1.72;9.01;1
21/11/2016;4.35;0.00;1.53;7.31;1
22/11/2016;3.54;0.00;1.37;6.24;1
23/11/2016;2.90;4.88;1.31;5.58;1
24/11/2016;4.11;0.00;1.49;5.24;1
25/11/2016;4.26;0.00;1.43;5.39;1
26/11/2016;3.58;12.75;1.36;5.06;1
27/11/2016;4.13;1.00;1.49;5.08;1
28/11/2016;4.44;4.25;1.40;5.42;1
29/11/2016;3.98;0.13;2.70;6.29;1
30/11/2016;3.50;0.25;2.95;5.71;1
01/12/2016;3.55;0.00;1.71;6.06;1
02/12/2016;4.33;0.00;1.34;5.90;1
03/12/2016;4.32;6.50;1.06;5.29;1
04/12/2016;4.42;0.00;1.15;5.53;1
05/12/2016;4.81;5.50;1.20;6.07;1
06/12/2016;5.17;0.00;1.44;6.25;1
07/12/2016;4.17;1.00;1.27;5.64;1
08/12/2016;4.77;0.13;1.14;5.36;1
09/12/2016;4.13;5.88;1.35;5.25;1
10/12/2016;4.09;1.00;1.41;5.37;1
11/12/2016;4.14;5.13;1.17;5.30;1
12/12/2016;3.50;18.38;1.99;6.69;1
13/12/2016;4.10;1.63;2.99;10.64;1
14/12/2016;4.65;0.00;2.51;13.40;1
15/12/2016;4.83;0.00;2.07;9.03;1
16/12/2016;4.50;0.00;1.93;7.23;1
17/12/2016;5.85;8.75;1.75;6.16;1
18/12/2016;5.51;2.63;1.93;6.82;1
19/12/2016;4.54;15.00;1.67;8.28;1
20/12/2016;4.23;2.25;3.37;7.62;1
21/12/2016;3.87;4.50;3.62;8.84;1
22/12/2016;4.15;0.00;2.34;8.74;1
23/12/2016;4.38;14.38;1.86;7.98;1
24/12/2016;4.41;1.88;2.72;9.18;1
25/12/2016;4.33;14.38;2.00;10.17;1
26/12/2016;5.46;0.25;2.65;9.32;1
27/12/2016;5.42;0.00;1.88;9.30;1
28/12/2016;4.63;8.88;1.65;7.80;1
29/12/2016;3.85;5.13;1.60;9.94;1
30/12/2016;3.41;0.13;1.84;12.41;1
31/12/2016;4.51;1.38;1.50;8.00;1
01/01/2017;5.06;0.13;1.44;7.03;1
02/01/2017;4.73;0.00;1.30;6.52;1
03/01/2017;4.57;0.25;1.15;5.46;1
04/01/2017;4.84;2.63;1.06;4.34;1
05/01/2017;4.59;1.50;1.25;5.08;1
06/01/2017;4.80;1.63;1.24;4.76;1
07/01/2017;4.67;14.38;1.19;4.63;1
08/01/2017;4.57;0.25;1.41;8.63;1
09/01/2017;4.65;19.50;1.23;10.93;1
10/01/2017;4.79;4.00;1.89;8.31;1
11/01/2017;4.14;37.88;3.93;13.18;1
12/01/2017;3.35;19.75;3.90;16.76;1
13/01/2017;4.22;4.63;5.18;18.47;1
14/01/2017;4.53;15.75;3.78;19.01;1
15/01/2017;4.29;3.50;4.81;18.57;1
16/01/2017;4.47;16.88;3.85;21.97;1
17/01/2017;4.36;26.38;9.30;22.57;1
18/01/2017;4.38;31.75;9.29;37.99;1
19/01/2017;4.31;8.75;6.21;41.02;1
20/01/2017;4.15;12.88;5.05;34.55;1
21/01/2017;4.29;32.50;5.03;29.69;1
22/01/2017;4.06;5.00;8.53;40.78;1
23/01/2017;4.23;1.50;7.22;50.00;1
24/01/2017;4.69;11.25;4.56;36.43;1
25/01/2017;5.50;4.63;3.71;31.88;1
26/01/2017;4.28;13.13;3.31;36.25;1
27/01/2017;3.86;4.25;3.09;28.91;1
28/01/2017;5.04;1.88;3.02;21.28;1
29/01/2017;4.73;0.00;2.43;17.06;1
30/01/2017;4.34;0.38;2.01;14.41;1
31/01/2017;5.15;10.63;1.75;14.68;1
01/02/2017;5.37;4.13;1.54;18.47;1
02/02/2017;4.48;15.50;1.48;14.11;1
03/02/2017;5.29;0.50;1.99;14.41;1
04/02/2017;4.18;6.13;1.83;14.63;1
05/02/2017;4.28;2.88;1.51;13.51;1
06/02/2017;4.33;18.25;1.56;15.44;1
07/02/2017;5.15;0.13;1.55;29.40;1
08/02/2017;5.29;0.00;1.35;19.97;1
09/02/2017;5.71;0.00;1.26;13.42;1
10/02/2017;4.63;0.00;1.22;10.23;1
11/02/2017;4.97;0.00;1.17;9.18;1
12/02/2017;5.61;0.00;1.06;8.39;1
13/02/2017;4.93;0.00;1.05;8.18;1
14/02/2017;4.67;0.00;1.16;7.41;1
15/02/2017;3.21;0.00;1.18;6.93;1
16/02/2017;3.55;0.00;1.10;6.51;1
17/02/2017;4.31;5.63;1.04;6.20;1
18/02/2017;3.86;0.00;1.06;6.21;1
19/02/2017;4.65;0.00;1.10;6.69;1
20/02/2017;5.00;0.00;1.10;6.45;1
21/02/2017;4.77;0.00;1.06;5.80;1
22/02/2017;4.40;0.00;1.01;5.48;1
23/02/2017;4.71;1.13;0.99;5.26;1
24/02/2017;4.30;14.63;0.93;5.23;1
25/02/2017;3.74;4.88;1.43;5.52;1
26/02/2017;4.16;2.38;1.31;6.98;1
27/02/2017;4.14;0.13;1.39;8.26;1
28/02/2017;4.10;0.00;1.33;7.91;1
01/03/2017;4.06;0.00;0.95;7.26;1
02/03/2017;4.06;5.50;0.91;6.70;1
03/03/2017;3.67;24.25;1.06;7.39;1
04/03/2017;4.24;7.50;1.13;8.62;1
05/03/2017;3.66;2.50;1.10;8.97;1
06/03/2017;3.80;19.13;1.27;9.21;1
07/03/2017;3.82;37.38;3.84;13.34;1
08/03/2017;3.34;17.13;7.34;25.93;1
09/03/2017;4.16;0.25;4.86;37.43;1
10/03/2017;3.73;0.00;2.64;30.37;1
11/03/2017;3.99;4.38;2.04;18.93;1
12/03/2017;3.81;0.00;1.75;13.59;1
13/03/2017;3.44;0.00;1.56;10.28;1
14/03/2017;4.09;30.88;1.55;10.16;1
15/03/2017;4.17;0.75;2.13;11.97;1
16/03/2017;3.97;0.00;1.88;9.97;1
17/03/2017;4.24;18.75;1.69;9.68;1
18/03/2017;3.51;0.13;1.69;12.77;1
19/03/2017;3.64;22.75;1.87;10.91;1
20/03/2017;3.92;0.00;3.42;26.27;1
21/03/2017;3.80;0.00;2.35;21.40;1
22/03/2017;3.44;0.00;2.01;14.47;1
23/03/2017;3.76;0.00;1.77;10.76;1
24/03/2017;4.13;0.00;1.61;9.32;1
25/03/2017;4.28;0.00;1.53;8.53;1
26/03/2017;4.00;0.00;1.50;8.04;1
27/03/2017;3.73;0.00;1.47;7.53;1
28/03/2017;4.08;1.00;1.52;7.24;1
29/03/2017;3.91;0.00;1.50;7.18;1
30/03/2017;3.37;0.00;1.42;7.00;1
31/03/2017;3.93;0.00;1.62;6.68;1
01/04/2017;3.98;0.00;1.62;6.36;1
02/04/2017;3.71;0.00;1.46;6.25;1
03/04/2017;3.91;0.00;1.36;6.16;1
04/04/2017;3.84;0.00;1.33;6.05;1
05/04/2017;4.14;0.00;1.30;5.86;1
06/04/2017;3.66;25.88;1.42;6.25;1
07/04/2017;3.64;23.13;2.28;14.73;1
08/04/2017;3.76;0.00;2.82;25.29;1
09/04/2017;3.84;0.00;2.13;16.45;1
10/04/2017;3.60;0.00;1.69;12.18;1
11/04/2017;4.03;0.00;1.55;10.44;1
12/04/2017;3.60;0.00;1.54;9.25;1
13/04/2017;3.46;0.00;1.55;8.62;1
14/04/2017;3.33;0.00;1.54;8.21;1
15/04/2017;2.75;0.00;1.75;7.90;1
16/04/2017;3.24;0.00;1.37;7.65;1
17/04/2017;3.48;0.50;1.32;7.51;1
18/04/2017;3.84;0.00;1.36;7.18;1
19/04/2017;3.63;0.00;1.34;6.90;1
20/04/2017;3.56;0.00;1.22;6.82;1
21/04/2017;3.29;1.75;1.13;6.74;1
22/04/2017;2.66;8.13;1.40;7.03;1
23/04/2017;2.94;0.25;1.61;8.27;1
24/04/2017;3.37;0.00;1.44;7.60;1
25/04/2017;3.74;0.00;1.24;7.33;1
26/04/2017;2.77;24.88;1.21;7.52;1
27/04/2017;2.53;1.88;2.16;12.01;1
28/04/2017;2.95;0.00;2.06;12.99;1
29/04/2017;2.49;0.00;1.81;9.99;1
30/04/2017;3.10;0.00;1.72;8.85;1
01/05/2017;3.28;0.00;1.66;8.24;1
02/05/2017;3.12;0.00;1.56;7.82;1
03/05/2017;3.24;0.13;1.53;7.45;1
04/05/2017;2.89;0.13;1.40;7.18;1
05/05/2017;2.59;35.13;2.44;8.45;1
06/05/2017;2.90;6.50;4.31;23.56;1
07/05/2017;2.53;0.00;3.16;23.90;1
08/05/2017;2.86;0.13;2.12;16.27;1
09/05/2017;3.07;0.25;1.78;11.92;1
10/05/2017;2.53;0.00;1.77;8.39;1
11/05/2017;2.47;0.00;1.74;7.50;1
12/05/2017;2.70;0.00;1.68;6.90;1
13/05/2017;2.68;0.13;1.53;6.62;1
14/05/2017;2.67;2.38;1.34;6.34;1
15/05/2017;2.63;0.00;1.43;6.18;1
16/05/2017;2.76;0.00;1.52;5.99;1
17/05/2017;2.27;0.00;1.55;5.86;1
18/05/2017;1.67;12.13;1.50;5.76;1
19/05/2017;1.41;43.13;2.71;9.73;1
20/05/2017;2.58;0.75;4.88;27.01;1
21/05/2017;2.10;22.00;3.42;25.99;1
22/05/2017;2.78;5.75;4.23;27.92;1
23/05/2017;2.16;0.13;3.87;30.16;1
24/05/2017;2.38;0.00;2.99;19.27;1
25/05/2017;2.43;0.25;2.45;13.52;1
26/05/2017;2.42;0.00;2.03;10.71;1
27/05/2017;2.35;0.13;1.94;9.36;1
28/05/2017;1.99;0.00;1.90;8.65;1
29/05/2017;2.49;0.13;1.83;8.23;1
30/05/2017;2.33;0.00;1.73;7.84;1
31/05/2017;2.37;0.00;1.56;7.53;1
01/06/2017;1.81;0.75;1.46;7.31;1
02/06/2017;2.07;0.00;1.58;7.24;1
03/06/2017;2.04;0.13;1.55;7.15;1
04/06/2017;2.21;0.13;1.46;6.87;1
05/06/2017;1.74;10.50;1.39;6.78;1
06/06/2017;1.70;10.63;1.96;8.23;1
07/06/2017;2.01;0.25;1.96;10.78;1
08/06/2017;2.79;0.13;1.57;10.94;1
09/06/2017;2.35;2.13;1.48;9.34;1
10/06/2017;2.36;0.00;1.60;8.72;1
11/06/2017;2.74;0.25;1.51;8.15;1
12/06/2017;2.37;0.00;1.49;7.75;1
13/06/2017;2.34;3.25;1.56;7.57;1
14/06/2017;2.38;0.25;1.77;8.17;1
15/06/2017;1.70;0.13;1.82;8.10;1
16/06/2017;2.12;0.00;1.68;7.67;1
17/06/2017;2.49;0.00;1.53;7.37;1
18/06/2017;2.48;0.13;1.47;7.15;1
19/06/2017;2.31;0.00;1.43;7.05;1
20/06/2017;2.05;0.00;1.55;6.88;1
21/06/2017;2.10;0.00;1.66;6.72;1
22/06/2017;2.42;0.00;1.64;6.62;1
23/06/2017;2.49;0.38;1.57;6.44;1
24/06/2017;2.43;0.13;1.42;6.26;1
25/06/2017;2.62;0.00;1.39;6.14;1
26/06/2017;2.73;0.13;1.35;6.12;1
27/06/2017;2.64;0.00;1.33;6.01;1
28/06/2017;2.64;0.13;1.33;5.99;1
29/06/2017;2.59;0.00;1.55;5.92;1
30/06/2017;2.57;0.00;1.68;5.83;1
01/07/2017;2.20;0.13;1.79;5.87;1
02/07/2017;2.28;0.00;1.97;6.00;1
03/07/2017;2.06;0.38;2.09;6.01;1
04/07/2017;2.29;0.00;2.04;5.99;1
05/07/2017;2.33;0.25;2.05;5.96;1
06/07/2017;2.85;0.00;1.99;5.86;1
07/07/2017;2.07;0.00;2.49;5.89;1
08/07/2017;1.94;0.00;2.61;5.93;1
09/07/2017;2.34;0.00;2.60;6.24;1
10/07/2017;1.99;0.00;2.56;6.38;1
11/07/2017;2.34;0.13;2.58;6.40;1
12/07/2017;2.91;0.00;2.40;6.36;1
13/07/2017;2.78;0.00;2.23;6.31;1
14/07/2017;3.09;0.00;2.27;6.31;1
15/07/2017;3.10;0.00;2.18;6.23;1
16/07/2017;2.70;0.00;2.16;6.19;1
17/07/2017;2.91;0.00;2.14;6.12;1
18/07/2017;2.34;0.00;2.20;5.98;1
19/07/2017;2.35;0.00;2.28;5.91;1
20/07/2017;2.83;0.63;2.22;5.97;1
21/07/2017;2.61;0.00;2.20;5.99;1
22/07/2017;2.44;0.00;2.23;5.95;1
23/07/2017;2.93;0.00;2.31;5.87;1
24/07/2017;2.70;0.00;2.43;5.83;1
25/07/2017;2.00;0.00;2.43;5.73;1
26/07/2017;2.65;0.00;2.35;5.68;1
27/07/2017;2.90;0.00;2.30;5.60;1
28/07/2017;3.01;0.00;2.38;5.61;1
29/07/2017;2.81;0.25;2.45;5.50;1
30/07/2017;2.92;0.00;2.45;5.59;1
31/07/2017;2.50;0.00;2.30;5.62;1
01/08/2017;2.56;0.00;2.12;5.54;1
02/08/2017;2.77;0.00;2.03;5.53;1
03/08/2017;2.46;0.00;1.83;5.48;1
04/08/2017;2.82;0.00;2.10;5.39;1
05/08/2017;2.63;0.00;2.20;5.34;1
06/08/2017;2.97;0.00;2.14;5.38;1
07/08/2017;3.13;0.00;2.03;5.45;1
08/08/2017;3.00;0.00;1.97;5.31;1
09/08/2017;3.06;0.00;2.15;5.23;1
10/08/2017;2.79;0.00;2.25;5.22;1
11/08/2017;3.42;0.00;2.31;5.37;1
12/08/2017;3.35;0.00;2.27;5.34;1
13/08/2017;3.14;0.00;2.18;5.29;1
14/08/2017;3.03;0.00;2.18;5.34;1
15/08/2017;2.63;0.00;1.59;5.28;1
16/08/2017;2.07;10.63;3.15;5.31;1
17/08/2017;2.60;6.00;3.68;5.54;1
18/08/2017;2.54;3.00;3.69;7.50;1
19/08/2017;3.11;13.25;3.68;8.87;1
20/08/2017;2.63;8.88;2.92;10.96;1
