Calibrando modelo SAC-SMA3S na bacia maringa. Ciclo = 3600. MAXR = 3. Tempo = 7.58 minutos. 
NS;NS_log;erro_vol;UZTWM;UZFWM;UZK;ZPERC;REXP;LZTWM;LZFSM;LZFPM;LZSK;LZPK;PFREE;PCTIM;ADIMP;k;
-0.82035038;-0.80974892;0.00000034;35.04635243;35.85464075;0.37515451;52.01472427;2.44797038;91.50852099;5.82361284;366.83740845;0.07145796;0.01062291;0.30515420;0.03958037;0.02694074;1.63504199;
-0.84509994;-0.77976045;0.00007215;43.71230278;27.93533776;0.49036703;64.99045276;1.86902803;73.52612672;9.61370150;331.73793091;0.01758557;0.00959144;0.35879494;0.04766040;0.03147630;1.39898053;
-0.83046490;-0.81524336;0.00296901;35.84261016;35.24130939;0.40321347;39.93495222;1.83844748;90.72444340;7.16904198;348.40634023;0.02058386;0.01172536;0.32103770;0.04400166;0.02745916;1.44369572;
-0.84114286;-0.80125137;0.00070332;39.32571678;31.44058678;0.44036174;53.23334251;1.92634605;82.23009773;8.19410378;342.24083007;0.02299176;0.01060228;0.33636737;0.04488326;0.02883169;1.39760088;
-0.84545392;-0.77719293;0.00005270;44.13686973;27.81330153;0.49081234;66.55337418;1.84504390;72.30250124;9.67840155;329.29031560;0.01494159;0.00956617;0.35976736;0.04787721;0.02894383;1.37531239;
-0.82994679;-0.80908889;0.00000062;36.85347387;33.64152455;0.40035703;52.24872459;2.22517124;85.83411082;6.48106044;359.54454810;0.04717938;0.01066813;0.31365520;0.04085881;0.02438872;1.29965967;
-0.84355463;-0.79156575;0.00074290;40.98550641;30.31033948;0.45652231;58.33755761;1.87573867;78.90563934;8.64375796;335.13493408;0.01977821;0.01020654;0.34592634;0.04630305;0.02909440;1.48102983;
-0.84258768;-0.79321609;0.00012886;40.85681598;30.55732845;0.45451579;58.73260926;1.93628012;79.04663930;8.73311493;340.75085335;0.02497771;0.01013694;0.34640128;0.04552262;0.02962182;1.43128547;
-0.82715972;-0.81467036;0.00176826;35.66541020;35.15358421;0.39666166;41.70303072;1.96348305;90.03150545;7.16802909;353.71242515;0.02605135;0.01148277;0.32158770;0.04191092;0.02779520;1.32340273;
-0.84316981;-0.79197397;0.00067230;41.12192892;30.34318339;0.45638721;58.92520963;1.91038827;78.53631199;8.70196016;337.43708889;0.02153751;0.01016737;0.34653834;0.04581654;0.02825680;1.38560280;
-0.83099855;-0.80644067;0.00000055;36.20104512;33.24796950;0.39983033;55.62293091;2.29616164;86.53274236;6.37738756;359.07879550;0.05520056;0.01035713;0.31644729;0.04057513;0.02776773;1.57255948;
-0.82749370;-0.81199159;0.00021542;37.03984742;35.42435830;0.39135375;48.79817452;2.16963151;88.58985977;6.84262275;359.68963340;0.04258852;0.01103441;0.31776127;0.04183268;0.02655549;1.44112867;
-0.83938362;-0.80818638;0.00052706;37.23741851;32.32914713;0.42306337;48.29464488;1.86874254;86.87413662;7.86354604;345.06336799;0.01933880;0.01083792;0.33899527;0.04502859;0.02983884;1.47614411;
-0.84253433;-0.79892441;0.00184063;39.35962440;31.50724532;0.44576419;54.34908811;1.86799487;81.48148161;8.59876051;339.64288582;0.01509007;0.01043483;0.33906343;0.04477766;0.02986616;1.41834454;
-0.82694791;-0.81542137;0.00225481;35.13672406;35.56355480;0.39863183;41.21793015;1.91446090;90.80891095;7.39334533;356.16687581;0.02491307;0.01157774;0.32007900;0.04231002;0.02479123;1.22642835;
-0.84385609;-0.78767496;0.00035797;42.31055727;29.39974577;0.47120038;60.22951015;1.88764422;76.99321741;9.24425058;335.01654843;0.02023218;0.00992922;0.35575007;0.04664518;0.02899470;1.45802629;
-0.84133355;-0.79288393;0.00005961;40.28857315;30.26552813;0.44844488;61.56882197;2.04791077;79.05195588;8.07795691;340.49419057;0.03385457;0.00993896;0.33962621;0.04466620;0.02755209;1.48633514;
-0.84251510;-0.78866670;0.00003849;41.74070160;29.90806013;0.46057641;62.09604243;1.97038254;77.67339153;8.72683658;339.17645193;0.02749634;0.00987298;0.34919282;0.04605394;0.03021003;1.49158775;
-0.82241526;-0.81433272;0.00128900;34.98293577;35.88854940;0.38151351;41.70534097;2.01584001;90.64645712;6.38092259;354.02008273;0.03391957;0.01155107;0.31072771;0.04142321;0.02045397;1.30676947;
-0.84002864;-0.80612845;0.00043857;38.99952002;32.31261659;0.43547280;47.00207211;1.80040750;84.75464796;8.30039175;342.22220277;0.01283702;0.01100703;0.34111248;0.04560190;0.02957083;1.41837155;
-0.84114838;-0.79763642;0.00032243;40.52999565;31.12831239;0.44503870;56.04272356;1.96226433;80.64855574;8.36941277;343.82107985;0.02539657;0.01030794;0.34218622;0.04524346;0.02764814;1.40328591;
-0.83408585;-0.81214369;0.00039159;35.90613753;33.97166556;0.40544806;47.25498303;2.00843389;89.75029176;7.44913860;346.24515374;0.03398221;0.01106967;0.32639187;0.04354997;0.02917688;1.57228150;
-0.83890579;-0.80837260;0.00057963;38.48568242;33.26548492;0.43429635;45.49845067;1.74635148;86.31620043;8.55155853;342.24770205;0.01080545;0.01130296;0.33986926;0.04628549;0.03165650;1.43786489;
-0.84528571;-0.78171183;0.00061767;43.19086152;29.00467601;0.48385429;65.48519136;1.83652746;75.93466632;9.82417243;326.47483668;0.01702534;0.00972999;0.36071102;0.04899945;0.03049123;1.59088598;
-0.84386468;-0.79128661;0.00068198;40.78943065;30.08012370;0.46111568;58.74382313;1.87868569;79.32515538;9.08564151;335.26657668;0.01806053;0.01012502;0.35050719;0.04627009;0.03214031;1.53721181;
-0.82381126;-0.81207605;0.00026400;34.67894637;34.95443692;0.38556424;46.93467178;2.16780461;89.72908517;6.13136812;359.45371151;0.04590743;0.01105171;0.30595921;0.04047241;0.02330215;1.28219835;
-0.84129906;-0.80034462;0.00086037;39.20194848;31.43749743;0.44120972;54.20874903;1.93164994;82.28161936;8.34069827;343.38249073;0.02430404;0.01045493;0.33862279;0.04481724;0.02882663;1.43392139;
-0.84356654;-0.78223532;0.00002483;43.94634521;28.37385673;0.48022066;65.09843042;1.96912135;74.85840169;9.56289430;340.64179213;0.02201855;0.00947127;0.36038493;0.04741424;0.03103934;1.42563979;
-0.84172895;-0.79953645;0.00094844;39.66321439;31.26903820;0.44828582;53.27228659;1.88654642;82.09620137;8.63265403;343.19685312;0.01937784;0.01051420;0.34251735;0.04546061;0.02904259;1.35196872;
-0.83881738;-0.80816514;0.00002175;37.78504457;33.01569527;0.42538122;48.58007908;1.89948959;85.67108689;7.87269053;343.45763262;0.02232412;0.01101026;0.33070130;0.04429545;0.02773321;1.44569803;
-0.84153554;-0.80049083;0.00093319;39.33474804;31.18456840;0.43854688;52.36352468;1.88255532;81.76551782;8.25568085;340.32641054;0.02185096;0.01054395;0.33842106;0.04490693;0.02814135;1.42533831;
-0.83033939;-0.81482443;0.00193316;35.78629276;34.88900467;0.40396550;41.44834906;1.90390015;90.22022177;7.26947563;350.32226459;0.02523336;0.01147034;0.32395377;0.04296943;0.02704945;1.38195745;
-0.84250414;-0.79941606;0.00124386;40.49101716;31.34353811;0.45223407;51.16407473;1.77837955;81.77843504;8.82166563;337.34939340;0.01088394;0.01069841;0.34871824;0.04661088;0.03025753;1.34782059;
-0.83471220;-0.81026880;0.00003990;36.35638771;33.37045049;0.41063334;49.38126864;2.04524599;87.58254049;7.14333074;353.17767692;0.03431515;0.01083819;0.32645079;0.04250055;0.03003953;1.44481823;
-0.84306789;-0.79220439;0.00060219;40.86059281;30.16193983;0.45657627;58.89266688;1.92050723;78.63266401;8.79223902;338.00046648;0.02189833;0.01010557;0.34825932;0.04542226;0.02960900;1.39529113;
-0.84308314;-0.79241913;0.00061398;40.93209534;30.29258537;0.45804349;58.00498186;1.90873847;79.04994715;8.87853119;339.14496020;0.01927917;0.01019080;0.34560416;0.04577710;0.02980385;1.39198651;
-0.84231833;-0.79946326;0.00117229;39.69449832;31.28905521;0.44633996;52.75042154;1.84402719;81.62209901;8.46800404;338.29730712;0.01623618;0.01066225;0.34225705;0.04555034;0.02868479;1.37449566;
-0.84348899;-0.79142111;0.00021276;42.06069197;29.95346564;0.46274752;58.77319881;1.90458625;77.97912636;8.77612333;337.60284082;0.02163884;0.01013760;0.35008921;0.04663605;0.02875229;1.39481004;
-0.83881995;-0.80734799;0.00005569;38.48510660;33.02675941;0.42444414;48.24078459;1.86354898;83.85572039;7.57166546;343.77613985;0.02230146;0.01090987;0.33290971;0.04414110;0.02585023;1.34248344;
-0.83521174;-0.81176381;0.00096079;36.56393810;33.21775338;0.41693073;43.48531336;1.85692044;87.34026131;7.46173264;348.28257238;0.01745667;0.01130915;0.32788052;0.04337628;0.02958632;1.31352091;
-0.83319813;-0.81181561;0.00024183;36.46072643;34.27605966;0.40684463;48.28148043;2.04576974;88.74961566;7.43573526;353.40598389;0.03425294;0.01095673;0.32445495;0.04290036;0.02699108;1.47677105;
-0.84090011;-0.79546647;0.00002500;41.21938790;31.09489685;0.45011997;57.10598763;1.97147426;79.09914515;8.72505399;346.38494228;0.02415579;0.01026939;0.34198802;0.04489999;0.02750561;1.30144044;
-0.84010685;-0.79602291;0.00004739;40.42490821;30.77948596;0.44478927;59.30725766;2.08550104;80.70939127;7.88163396;346.27164034;0.03593121;0.01003730;0.34068634;0.04457600;0.03018226;1.52011166;
-0.84371966;-0.79472377;0.00077859;40.52554478;30.30097168;0.46184353;56.39868795;1.87592692;80.35316082;9.02711710;336.27925364;0.01658291;0.01029965;0.34832258;0.04608162;0.03046143;1.44892060;
-0.82056705;-0.81320443;0.00070583;34.68659833;35.83264163;0.37720215;44.10946286;2.13976151;90.20921588;6.04611475;358.50019609;0.04400139;0.01137274;0.30355865;0.04005627;0.02249318;1.33272886;
-0.84419028;-0.79085465;0.00138844;40.16853165;29.38009893;0.46561778;56.84006030;1.81081200;80.39210199;9.06444536;335.01983016;0.01312659;0.01012654;0.35481843;0.04692169;0.03390770;1.55151471;
