Calibrando modelo SAC-SMA3S na bacia maringa. Ciclo = 6800. MAXR = 4. Tempo = 12.29 minutos. 
NS;NS_log;erro_vol;UZTWM;UZFWM;UZK;ZPERC;REXP;LZTWM;LZFSM;LZFPM;LZSK;LZPK;PFREE;PCTIM;ADIMP;k;
-0.84614995;-0.78838143;0.00061378;42.92987975;29.35568057;0.47617197;57.41548118;1.75072987;76.87170351;9.34698552;323.94272907;0.01031819;0.01029770;0.35592001;0.04850189;0.02965073;1.53244719;
-0.83235150;-0.81581321;0.00103503;36.58362027;35.80911686;0.40512254;41.53325091;1.76807364;89.47487306;7.62303283;344.14155608;0.01363207;0.01183120;0.32863043;0.04439472;0.02702028;1.26155817;
-0.83901281;-0.81183889;0.00003126;36.78004661;33.58998423;0.42327570;43.67690912;1.71179067;88.15721665;8.02217023;329.82699465;0.01127362;0.01161398;0.33386443;0.04611780;0.02683453;1.46468528;
-0.84037595;-0.81069686;0.00011836;36.97568322;33.28814403;0.42730907;44.78940131;1.70794020;88.26684113;8.26373323;326.35414564;0.01118048;0.01157072;0.33664980;0.04700668;0.02858086;1.54045126;
-0.83931143;-0.81124774;0.00000073;37.10056361;33.49995695;0.42438434;44.70338268;1.74101238;87.78137823;7.93748331;332.15119990;0.01282056;0.01150789;0.33368865;0.04613074;0.02835000;1.47586817;
-0.84332692;-0.80227276;0.00018079;38.18996937;31.03569486;0.44737352;48.90339694;1.70675116;84.85397561;8.18869991;316.63643585;0.01164483;0.01120204;0.33782019;0.04815030;0.02861172;1.65686422;
-0.84113145;-0.80959163;0.00000500;37.14607313;32.71424611;0.42880610;45.79413979;1.73878735;87.26031920;7.92673323;326.85640593;0.01375892;0.01144063;0.33397907;0.04664066;0.02720840;1.55260205;
-0.84272362;-0.80713384;0.00002372;37.84801003;32.17117546;0.43727661;46.49787258;1.71445089;86.00422546;8.04423225;324.20613762;0.01202120;0.01134010;0.33692699;0.04713997;0.02855429;1.55655405;
-0.84081139;-0.80997837;0.00000993;37.32283116;32.94553052;0.42855373;45.36819087;1.73560077;87.15852211;7.95514202;328.01922247;0.01246390;0.01146335;0.33475460;0.04646722;0.02879835;1.52232005;
-0.84129463;-0.80965329;0.00026416;37.23368408;32.82492513;0.42942260;45.71339431;1.72228325;87.32170328;8.12437302;325.91460135;0.01130835;0.01145892;0.33645281;0.04673824;0.02848332;1.55372616;
-0.83460289;-0.81462185;0.00083037;36.38362363;35.00873380;0.41030964;42.39542407;1.76458503;89.35724616;7.79537829;339.93357971;0.01391896;0.01173167;0.32930791;0.04487054;0.02711584;1.36223836;
-0.84221848;-0.80819427;0.00000093;37.29780293;32.31039901;0.43502074;46.85871587;1.74329492;86.71058313;8.10768235;326.76809932;0.01304026;0.01129932;0.33594427;0.04668497;0.02922384;1.56571464;
